symbol,entry_time,exit_time,side,source,R,reason
SOLUSD,2024-07-02 21:00:00+00:00,2024-07-02 23:00:00+00:00,short,squeeze,-1.1160034134988306,stop
SOLUSD,2024-07-03 01:00:00+00:00,2024-07-03 04:00:00+00:00,short,squeeze,2.0837827293754794,tp
SOLUSD,2024-07-03 10:00:00+00:00,2024-07-03 11:00:00+00:00,long,squeeze,-1.1228339477068214,stop
SOLUSD,2024-07-03 13:00:00+00:00,2024-07-03 13:00:00+00:00,long,squeeze,-1.1113970762544514,stop
SOLUSD,2024-07-03 15:00:00+00:00,2024-07-03 15:00:00+00:00,long,squeeze,-1.097742015933488,stop
SOLUSD,2024-07-03 17:00:00+00:00,2024-07-03 20:00:00+00:00,long,squeeze,-1.0918129181848246,stop
SOLUSD,2024-07-03 23:00:00+00:00,2024-07-04 02:00:00+00:00,long,squeeze,-1.0899705481673712,stop
SOLUSD,2024-07-04 15:00:00+00:00,2024-07-05 00:00:00+00:00,long,squeeze,-1.0668812307692357,stop
SOLUSD,2024-07-05 02:00:00+00:00,2024-07-05 03:00:00+00:00,long,squeeze,-1.071251569126378,stop
SOLUSD,2024-07-05 05:00:00+00:00,2024-07-05 12:00:00+00:00,long,squeeze,2.1388093939393897,tp
SOLUSD,2024-07-05 14:00:00+00:00,2024-07-05 14:00:00+00:00,short,trend,-1.0450191868758898,stop
SOLUSD,2024-07-05 18:00:00+00:00,2024-07-06 10:00:00+00:00,short,squeeze,-1.0518418074656162,stop
SOLUSD,2024-07-06 23:00:00+00:00,2024-07-07 06:00:00+00:00,short,squeeze,2.0898673998428854,tp
SOLUSD,2024-07-07 16:00:00+00:00,2024-07-07 22:00:00+00:00,long,squeeze,-1.1022949695121997,stop
SOLUSD,2024-07-08 03:00:00+00:00,2024-07-08 09:00:00+00:00,long,squeeze,2.120141080402006,tp
SOLUSD,2024-07-08 11:00:00+00:00,2024-07-09 07:00:00+00:00,short,squeeze,-1.0661991777509041,stop
SOLUSD,2024-07-10 03:00:00+00:00,2024-07-10 05:00:00+00:00,long,squeeze,2.10168454935622,tp
