timestamp,open,high,low,close,volume,oi,funding,ret1,vol_ma20,hh20,ll20,oi_chg,funding_z
2024-02-24 03:00:00+00:00,98.71,99.88,98.54,99.69,28270.429,,,,,,,,
2024-02-24 04:00:00+00:00,99.66,100.44,99.37,100.21,25220.115,,,0.005216170127394948,,,,,
2024-02-24 05:00:00+00:00,100.22,101.24,100.16,101.07,14082.945,,,0.00858197784652237,,,,,
2024-02-24 06:00:00+00:00,101.06,101.39,100.6,101.25,19635.916,,,0.0017809439002671734,,,,,
2024-02-24 07:00:00+00:00,101.27,101.57,100.98,101.34,11100.544,,,0.000888888888888939,,,,,
2024-02-24 08:00:00+00:00,101.34,102.21,101.12,102.21,15565.906,,,0.00858496151568966,,,,,
2024-02-24 09:00:00+00:00,102.21,102.4,101.56,101.65,12573.475,,,-0.005478915957342623,,,,,
2024-02-24 10:00:00+00:00,101.62,102.71,101.51,102.48,21794.229,,,0.008165272995573014,,,,,
2024-02-24 11:00:00+00:00,102.47,102.77,102.1,102.24,8768.468,,,-0.0023419203747073736,,,,,
2024-02-24 12:00:00+00:00,102.23,102.42,101.85,102.1,7830.837,,,-0.0013693270735524177,,,,,
2024-02-24 13:00:00+00:00,102.12,102.56,101.67,102.24,14201.176,,,0.0013712047012732764,,,,,
2024-02-24 14:00:00+00:00,102.24,102.55,102.03,102.3,12394.037,,,0.0005868544600939885,,,,,
2024-02-24 15:00:00+00:00,102.3,102.43,101.77,102.16,13097.366,,,-0.001368523949169087,,,,,
2024-02-24 16:00:00+00:00,102.19,102.45,101.92,101.96,22981.289,,,-0.0019577133907596744,,,,,
2024-02-24 17:00:00+00:00,101.96,102.72,101.89,102.54,21447.279,,,0.005688505296194801,,,,,
2024-02-24 18:00:00+00:00,102.52,103.85,102.51,103.47,43890.636,,,0.009069631363370245,,,,,
2024-02-24 19:00:00+00:00,103.48,103.85,103.15,103.32,25955.611,,,-0.0014496955639315967,,,,,
2024-02-24 20:00:00+00:00,103.31,104.16,103.23,104.04,23925.557,,,0.006968641114982743,,,,,
2024-02-24 21:00:00+00:00,104.05,104.35,103.7,104.06,20302.64,,,0.0001922337562476617,,,,,
2024-02-24 22:00:00+00:00,104.04,104.59,103.8,104.46,29676.75,,,0.0038439361906592584,19635.76025,104.59,98.54,,
2024-02-24 23:00:00+00:00,104.46,104.79,103.98,104.12,20449.203,,,-0.0032548343863678664,19244.698949999998,104.79,99.37,,
2024-02-25 00:00:00+00:00,104.1,104.46,103.98,104.01,15051.01,,,-0.0010564733000384408,18736.2437,104.79,100.16,,
2024-02-25 01:00:00+00:00,104.01,104.08,103.41,103.74,14423.278,,,-0.0025959042399770205,18753.26035,104.79,100.6,,
2024-02-25 02:00:00+00:00,103.74,104.02,103.21,103.77,23257.386,,,0.00028918449971082616,18934.33385,104.79,100.98,,
2024-02-25 03:00:00+00:00,103.74,104.41,103.01,103.32,22363.008,,,-0.004336513443191747,19497.45705,104.79,101.12,,
2024-02-25 04:00:00+00:00,103.32,103.48,102.1,103.4,36783.542,,,0.0007742934572203541,20558.33885,104.79,101.51,,
2024-02-25 05:00:00+00:00,103.42,103.47,102.78,103.21,28218.528,,,-0.0018375241779498008,21340.5915,104.79,101.51,,
2024-02-25 06:00:00+00:00,103.22,103.49,102.77,103.32,5356.868,,,0.001065788198817863,20518.723449999998,104.79,101.67,,
2024-02-25 07:00:00+00:00,103.31,103.65,103.0,103.24,9840.194,,,-0.0007742934572202431,20572.30975,104.79,101.67,,
2024-02-25 08:00:00+00:00,103.18,103.35,102.69,103.04,10243.419,,,-0.0019372336303756788,20692.93885,104.79,101.67,,
2024-02-25 09:00:00+00:00,103.02,103.12,102.37,102.52,7770.454,,,-0.005046583850931818,20371.40275,104.79,101.77,,
2024-02-25 10:00:00+00:00,102.49,102.73,102.19,102.43,6530.64,,,-0.0008778774873194894,20078.2329,104.79,101.77,,
2024-02-25 11:00:00+00:00,102.39,102.62,102.01,102.44,6159.297,,,9.762764814991165e-05,19731.329449999997,104.79,101.89,,
2024-02-25 12:00:00+00:00,102.42,102.94,102.22,102.8,4478.936,,,0.0035142522452167313,18806.211799999997,104.79,101.89,,
2024-02-25 13:00:00+00:00,102.79,103.13,102.29,103.0,8880.748,,,0.0019455252918287869,18177.88525,104.79,102.01,,
2024-02-25 14:00:00+00:00,102.99,103.16,102.5,102.63,6482.91,,,-0.0035922330097087896,16307.49895,104.79,102.01,,
2024-02-25 15:00:00+00:00,102.61,103.6,102.51,103.49,11397.778,,,0.008379616096657827,15579.6073,104.79,102.01,,
2024-02-25 16:00:00+00:00,103.51,103.8,102.44,102.78,11655.215,,,-0.006860566238283794,14966.0902,104.79,102.01,,
2024-02-25 17:00:00+00:00,102.76,103.04,102.17,102.66,16944.34,,,-0.0011675423234093207,14798.175199999998,104.79,102.01,,
2024-02-25 18:00:00+00:00,102.65,103.42,102.53,103.37,11034.382,,,0.006916033508669539,13866.0568,104.79,102.01,,
2024-02-25 19:00:00+00:00,103.38,103.44,102.76,103.17,10998.667,,,-0.0019347973299796983,13393.529999999999,104.46,102.01,,
2024-02-25 20:00:00+00:00,103.14,103.69,102.89,103.38,17490.818,,,0.002035475428903588,13515.5204,104.41,102.01,,
2024-02-25 21:00:00+00:00,103.36,104.34,103.33,103.63,40567.298,,,0.002418262720061959,14822.7214,104.41,102.01,,
2024-02-25 22:00:00+00:00,103.64,103.87,103.11,103.44,30465.307,,,-0.001833445913345555,15183.11745,104.41,102.01,,
2024-02-25 23:00:00+00:00,103.43,103.96,102.96,103.54,14746.636,,,0.0009667440061873478,14802.298849999997,104.34,102.01,,
