timestamp,open,high,low,close,volume,oi,funding,ret1,vol_ma20,hh20,ll20,oi_chg,funding_z
2024-02-24 03:00:00+00:00,50590.33,50794.45,50576.55,50789.98,131.26901946,,,,,,,,
2024-02-24 04:00:00+00:00,50786.64,50848.93,50671.19,50838.92,131.70286664,,,0.0009635758864248167,,,,,
2024-02-24 05:00:00+00:00,50838.83,51006.58,50812.35,50949.17,93.04617466,,,0.002168614124768986,,,,,
2024-02-24 06:00:00+00:00,50947.7,51056.99,50913.62,51032.69,107.22231304,,,0.0016392808754295274,,,,,
2024-02-24 07:00:00+00:00,51035.84,51055.87,50926.67,50957.83,102.60843227,,,-0.0014669028812708262,,,,,
2024-02-24 08:00:00+00:00,50957.83,51093.24,50923.62,51061.41,79.54380842,,,0.0020326611239136483,,,,,
2024-02-24 09:00:00+00:00,51062.43,51105.98,50935.07,50982.31,63.5671299,,,-0.0015491150753573768,,,,,
2024-02-24 10:00:00+00:00,50982.35,51110.87,50972.41,51071.04,58.52697163,,,0.0017404076041278582,,,,,
2024-02-24 11:00:00+00:00,51074.61,51165.67,51051.79,51075.2,51.13462922,,,8.145516519730833e-05,,,,,
2024-02-24 12:00:00+00:00,51075.19,51129.71,51024.35,51114.56,54.02668683,,,0.0007706284067414693,,,,,
2024-02-24 13:00:00+00:00,51112.77,51122.55,51018.97,51071.63,72.38665948,,,-0.0008398781090945828,,,,,
2024-02-24 14:00:00+00:00,51068.67,51171.21,51045.87,51136.82,103.73472401,,,0.0012764425180868955,,,,,
2024-02-24 15:00:00+00:00,51136.82,51158.59,51064.9,51135.45,129.53829472,,,-2.6790872017512513e-05,,,,,
2024-02-24 16:00:00+00:00,51133.36,51160.78,51091.7,51100.02,95.8576731,,,-0.0006928657125340187,,,,,
2024-02-24 17:00:00+00:00,51100.01,51221.44,51090.55,51216.12,142.06248524,,,0.0022720147663348733,,,,,
2024-02-24 18:00:00+00:00,51216.13,51696.19,51215.11,51531.92,387.26459247,,,0.006166027414806097,,,,,
2024-02-24 19:00:00+00:00,51531.9,51693.07,51394.85,51435.05,356.13895434,,,-0.0018798057592264161,,,,,
2024-02-24 20:00:00+00:00,51435.06,51635.58,51435.06,51549.44,181.39614644,,,0.0022239698415769116,,,,,
2024-02-24 21:00:00+00:00,51549.45,51582.46,51435.89,51506.6,162.67872453,,,-0.000831046855213291,,,,,
2024-02-24 22:00:00+00:00,51506.59,51645.98,51462.26,51560.09,232.82584303,,,0.001038507686393464,136.8266064715,51696.19,50576.55,,
2024-02-24 23:00:00+00:00,51560.1,51683.35,51554.16,51557.52,171.21217666,,,-4.984475395597432e-05,138.8237643315,51696.19,50671.19,,
2024-02-25 00:00:00+00:00,51558.13,51650.06,51494.45,51570.65,121.05727493,,,0.00025466702044640854,138.29148474599998,51696.19,50812.35,,
2024-02-25 01:00:00+00:00,51568.63,51594.63,51440.0,51483.76,117.48434562,,,-0.0016848730818789237,139.513393294,51696.19,50913.62,,
2024-02-25 02:00:00+00:00,51483.45,51687.34,51431.15,51681.99,177.89840796,,,0.0038503403791796398,143.04719804,51696.19,50923.62,,
2024-02-25 03:00:00+00:00,51682.0,51894.97,51542.13,51595.65,337.43885071,,,-0.0016706013061802416,154.788718962,51894.97,50923.62,,
2024-02-25 04:00:00+00:00,51596.08,51628.46,51453.86,51624.53,119.38137235,,,0.0005597371096206505,156.7805971585,51894.97,50935.07,,
2024-02-25 05:00:00+00:00,51624.52,51629.26,51502.72,51613.86,79.95070446,,,-0.00020668469039808457,157.5997758865,51894.97,50972.41,,
2024-02-25 06:00:00+00:00,51611.34,51727.97,51588.49,51666.13,89.80046165,,,0.0010127124768424256,159.1634503875,51894.97,51018.97,,
2024-02-25 07:00:00+00:00,51662.25,51809.24,51629.59,51753.54,101.4771777,,,0.0016918240247527638,161.68057781149997,51894.97,51018.97,,
